cnt,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed
41,15/01/2011,1,0,1,20,0,6,2,0.32,0.303,0.39,0.2537
57,15/01/2011,1,0,1,21,0,6,2,0.32,0.303,0.39,0.2239
26,15/01/2011,1,0,1,22,0,6,2,0.3,0.3182,0.42,0.1045
44,15/01/2011,1,0,1,23,0,6,1,0.3,0.2879,0.45,0.2836
39,16/01/2011,1,0,1,0,0,0,1,0.26,0.303,0.56,0
23,16/01/2011,1,0,1,1,0,0,1,0.26,0.2727,0.56,0.1343
16,16/01/2011,1,0,1,2,0,0,1,0.26,0.2879,0.56,0.0896
15,16/01/2011,1,0,1,3,0,0,1,0.22,0.2727,0.69,0
1,16/01/2011,1,0,1,4,0,0,1,0.26,0.2576,0.56,0.1642
2,16/01/2011,1,0,1,5,0,0,2,0.26,0.2576,0.56,0.1642
1,16/01/2011,1,0,1,6,0,0,2,0.26,0.2576,0.56,0.1642
3,16/01/2011,1,0,1,7,0,0,2,0.24,0.2121,0.56,0.2985
18,16/01/2011,1,0,1,8,0,0,1,0.22,0.2121,0.55,0.2836
32,16/01/2011,1,0,1,9,0,0,1,0.22,0.2121,0.51,0.2537
79,16/01/2011,1,0,1,10,0,0,1,0.22,0.2121,0.51,0.2836
93,16/01/2011,1,0,1,11,0,0,1,0.24,0.2273,0.44,0.2537
104,16/01/2011,1,0,1,12,0,0,1,0.24,0.2121,0.41,0.2836
118,16/01/2011,1,0,1,13,0,0,1,0.26,0.2273,0.35,0.2985
91,16/01/2011,1,0,1,14,0,0,1,0.28,0.2727,0.36,0.2537
113,16/01/2011,1,0,1,15,0,0,1,0.26,0.2424,0.38,0.2537
99,16/01/2011,1,0,1,16,0,0,1,0.24,0.2273,0.38,0.2239
105,16/01/2011,1,0,1,17,0,0,1,0.22,0.2121,0.37,0.2537
67,16/01/2011,1,0,1,18,0,0,1,0.2,0.2121,0.4,0.1642
61,16/01/2011,1,0,1,19,0,0,1,0.18,0.197,0.47,0.1343
57,16/01/2011,1,0,1,20,0,0,1,0.18,0.197,0.47,0.1642
28,16/01/2011,1,0,1,21,0,0,1,0.18,0.197,0.51,0.1642
21,16/01/2011,1,0,1,22,0,0,2,0.2,0.2121,0.49,0.1343
18,16/01/2011,1,0,1,23,0,0,2,0.2,0.2273,0.4,0.1045
17,17/01/2011,1,0,1,0,1,1,2,0.2,0.197,0.47,0.2239
16,17/01/2011,1,0,1,1,1,1,2,0.2,0.197,0.44,0.194
8,17/01/2011,1,0,1,2,1,1,2,0.18,0.1667,0.43,0.2537
2,17/01/2011,1,0,1,3,1,1,2,0.18,0.1818,0.43,0.194
3,17/01/2011,1,0,1,4,1,1,2,0.18,0.197,0.43,0.1343
1,17/01/2011,1,0,1,5,1,1,2,0.18,0.197,0.43,0.1642
5,17/01/2011,1,0,1,6,1,1,2,0.18,0.1818,0.43,0.194
13,17/01/2011,1,0,1,7,1,1,2,0.16,0.1818,0.5,0.1343
33,17/01/2011,1,0,1,8,1,1,2,0.16,0.1515,0.47,0.2239
47,17/01/2011,1,0,1,9,1,1,2,0.16,0.1515,0.47,0.2239
57,17/01/2011,1,0,1,10,1,1,2,0.16,0.1515,0.5,0.2537
64,17/01/2011,1,0,1,11,1,1,2,0.16,0.1515,0.55,0.194
80,17/01/2011,1,0,1,12,1,1,2,0.18,0.197,0.47,0.1343
93,17/01/2011,1,0,1,13,1,1,2,0.18,0.197,0.47,0.1343
86,17/01/2011,1,0,1,14,1,1,2,0.18,0.2121,0.43,0.1045
93,17/01/2011,1,0,1,15,1,1,2,0.2,0.2121,0.47,0.1642
82,17/01/2011,1,0,1,16,1,1,2,0.2,0.2121,0.47,0.1642
71,17/01/2011,1,0,1,17,1,1,1,0.2,0.197,0.51,0.194
92,17/01/2011,1,0,1,18,1,1,2,0.18,0.1667,0.55,0.2537
60,17/01/2011,1,0,1,19,1,1,3,0.18,0.1818,0.59,0.194
33,17/01/2011,1,0,1,20,1,1,3,0.16,0.1515,0.8,0.194
27,17/01/2011,1,0,1,21,1,1,3,0.16,0.1515,0.8,0.194
13,17/01/2011,1,0,1,22,1,1,3,0.14,0.1212,0.93,0.2537
4,17/01/2011,1,0,1,23,1,1,3,0.16,0.1364,0.86,0.2836
3,18/01/2011,1,0,1,12,0,2,2,0.2,0.1818,0.86,0.3284
22,18/01/2011,1,0,1,13,0,2,2,0.2,0.197,0.86,0.2239
28,18/01/2011,1,0,1,14,0,2,2,0.22,0.2273,0.8,0.1642
35,18/01/2011,1,0,1,15,0,2,2,0.22,0.2273,0.87,0.1642
61,18/01/2011,1,0,1,16,0,2,2,0.22,0.2273,0.87,0.194
125,18/01/2011,1,0,1,17,0,2,2,0.22,0.2273,0.82,0.194
133,18/01/2011,1,0,1,18,0,2,2,0.22,0.2273,0.8,0.1642
99,18/01/2011,1,0,1,19,0,2,2,0.22,0.2273,0.8,0.1343
83,18/01/2011,1,0,1,20,0,2,2,0.22,0.2727,0.87,0
41,18/01/2011,1,0,1,21,0,2,2,0.22,0.2424,0.93,0.1045
33,18/01/2011,1,0,1,22,0,2,2,0.22,0.2576,0.93,0.0896
20,18/01/2011,1,0,1,23,0,2,2,0.22,0.2727,0.93,0
3,19/01/2011,1,0,1,0,0,3,2,0.22,0.2727,0.93,0
7,19/01/2011,1,0,1,1,0,3,3,0.22,0.2273,0.93,0.1343
3,19/01/2011,1,0,1,2,0,3,3,0.22,0.2273,0.93,0.1343
2,19/01/2011,1,0,1,4,0,3,3,0.22,0.2273,0.93,0.1343
7,19/01/2011,1,0,1,5,0,3,2,0.22,0.2576,0.93,0.0896
32,19/01/2011,1,0,1,6,0,3,2,0.22,0.2576,0.93,0.0896
90,19/01/2011,1,0,1,7,0,3,2,0.24,0.2576,0.92,0.1045
197,19/01/2011,1,0,1,8,0,3,2,0.24,0.2576,0.93,0.1045
109,19/01/2011,1,0,1,9,0,3,2,0.24,0.2576,0.93,0.1045
47,19/01/2011,1,0,1,10,0,3,2,0.26,0.2727,0.93,0.1343
52,19/01/2011,1,0,1,11,0,3,2,0.28,0.303,0.87,0.0896
70,19/01/2011,1,0,1,12,0,3,2,0.3,0.3182,0.81,0.0896
78,19/01/2011,1,0,1,13,0,3,1,0.4,0.4091,0.62,0.2836
75,19/01/2011,1,0,1,14,0,3,1,0.4,0.4091,0.58,0.2537
82,19/01/2011,1,0,1,15,0,3,1,0.4,0.4091,0.54,0.2836
104,19/01/2011,1,0,1,16,0,3,1,0.38,0.3939,0.58,0.3881
197,19/01/2011,1,0,1,17,0,3,1,0.36,0.3333,0.57,0.3284
161,19/01/2011,1,0,1,18,0,3,1,0.34,0.3182,0.61,0.2836
112,19/01/2011,1,0,1,19,0,3,1,0.32,0.2879,0.57,0.4179
76,19/01/2011,1,0,1,20,0,3,1,0.32,0.303,0.49,0.2985
59,19/01/2011,1,0,1,21,0,3,1,0.32,0.2879,0.49,0.4179
59,19/01/2011,1,0,1,22,0,3,1,0.3,0.303,0.52,0.1642
28,19/01/2011,1,0,1,23,0,3,1,0.3,0.2727,0.52,0.4627
13,20/01/2011,1,0,1,0,0,4,1,0.26,0.2273,0.56,0.3881
5,20/01/2011,1,0,1,1,0,4,1,0.26,0.2727,0.56,0
2,20/01/2011,1,0,1,2,0,4,1,0.26,0.2727,0.56,0
1,20/01/2011,1,0,1,3,0,4,1,0.26,0.2576,0.56,0.1642
1,20/01/2011,1,0,1,4,0,4,1,0.26,0.2576,0.56,0.1642
6,20/01/2011,1,0,1,5,0,4,1,0.24,0.2273,0.6,0.2239
35,20/01/2011,1,0,1,6,0,4,1,0.22,0.2121,0.6,0.2239
101,20/01/2011,1,0,1,7,0,4,1,0.22,0.2121,0.55,0.2239
249,20/01/2011,1,0,1,8,0,4,1,0.22,0.2121,0.55,0.2836
143,20/01/2011,1,0,1,9,0,4,2,0.24,0.2273,0.52,0.2239
57,20/01/2011,1,0,1,10,0,4,1,0.26,0.2273,0.48,0.2985
68,20/01/2011,1,0,1,11,0,4,2,0.28,0.2727,0.45,0.1642
84,20/01/2011,1,0,1,12,0,4,2,0.3,0.3333,0.42,0
98,20/01/2011,1,0,1,13,0,4,2,0.28,0.2879,0.45,0.1045
81,20/01/2011,1,0,1,14,0,4,2,0.3,0.303,0.45,0.1343
70,20/01/2011,1,0,1,15,0,4,2,0.32,0.3182,0.45,0.194
91,20/01/2011,1,0,1,16,0,4,2,0.3,0.303,0.49,0.1343
215,20/01/2011,1,0,1,17,0,4,2,0.3,0.3182,0.49,0.1045
185,20/01/2011,1,0,1,18,0,4,2,0.26,0.2576,0.56,0.194
152,20/01/2011,1,0,1,19,0,4,1,0.26,0.2273,0.56,0.3284
126,20/01/2011,1,0,1,20,0,4,2,0.26,0.2424,0.6,0.2836
57,20/01/2011,1,0,1,21,0,4,2,0.24,0.2273,0.6,0.2537
56,20/01/2011,1,0,1,22,0,4,2,0.24,0.2121,0.65,0.2836
31,20/01/2011,1,0,1,23,0,4,2,0.24,0.2121,0.65,0.3284
21,21/01/2011,1,0,1,0,0,5,2,0.24,0.2273,0.7,0.2537
6,21/01/2011,1,0,1,1,0,5,2,0.24,0.2273,0.7,0.2537
2,21/01/2011,1,0,1,2,0,5,3,0.24,0.2424,0.75,0.1642
1,21/01/2011,1,0,1,3,0,5,3,0.22,0.2121,0.8,0.2985
1,21/01/2011,1,0,1,4,0,5,2,0.22,0.2576,0.87,0.0896
5,21/01/2011,1,0,1,5,0,5,1,0.24,0.197,0.6,0.4179
27,21/01/2011,1,0,1,6,0,5,1,0.22,0.2121,0.55,0.2537
68,21/01/2011,1,0,1,7,0,5,1,0.2,0.1818,0.51,0.2836
217,21/01/2011,1,0,1,8,0,5,1,0.2,0.1818,0.47,0.3284
166,21/01/2011,1,0,1,9,0,5,1,0.2,0.1818,0.51,0.3582
63,21/01/2011,1,0,1,10,0,5,1,0.2,0.1667,0.47,0.4627
59,21/01/2011,1,0,1,11,0,5,1,0.22,0.1818,0.41,0.4627
78,21/01/2011,1,0,1,12,0,5,1,0.22,0.1818,0.27,0.5821
73,21/01/2011,1,0,1,13,0,5,1,0.2,0.1515,0.21,0.5821
62,21/01/2011,1,0,1,14,0,5,1,0.2,0.1515,0.25,0.5224
65,21/01/2011,1,0,1,15,0,5,1,0.16,0.1212,0.26,0.4478
97,21/01/2011,1,0,1,16,0,5,1,0.16,0.1364,0.26,0.3582
161,21/01/2011,1,0,1,17,0,5,1,0.14,0.1212,0.28,0.3582
120,21/01/2011,1,0,1,18,0,5,1,0.12,0.1212,0.3,0.2537
96,21/01/2011,1,0,1,19,0,5,1,0.12,0.1061,0.3,0.3284
53,21/01/2011,1,0,1,20,0,5,1,0.1,0.0758,0.33,0.4179
41,21/01/2011,1,0,1,21,0,5,1,0.08,0.0758,0.38,0.2836
34,21/01/2011,1,0,1,22,0,5,1,0.06,0.0303,0.41,0.3881
27,21/01/2011,1,0,1,23,0,5,1,0.06,0.0455,0.38,0.3284
13,22/01/2011,1,0,1,0,0,6,1,0.04,0.0303,0.45,0.2537
12,22/01/2011,1,0,1,1,0,6,2,0.04,0,0.41,0.3881
11,22/01/2011,1,0,1,2,0,6,2,0.04,0.0303,0.41,0.2537
7,22/01/2011,1,0,1,3,0,6,2,0.04,0.0303,0.41,0.2836
3,22/01/2011,1,0,1,4,0,6,2,0.02,0.0152,0.48,0.2985
2,22/01/2011,1,0,1,6,0,6,2,0.02,0.0303,0.44,0.2239
8,22/01/2011,1,0,1,7,0,6,1,0.02,0.0152,0.44,0.2836
27,22/01/2011,1,0,1,8,0,6,1,0.02,0,0.44,0.3284
40,22/01/2011,1,0,1,9,0,6,1,0.04,0.0303,0.41,0.2537
53,22/01/2011,1,0,1,10,0,6,2,0.04,0.0606,0.41,0.1642
63,22/01/2011,1,0,1,11,0,6,2,0.06,0.0758,0.38,0.1343
70,22/01/2011,1,0,1,12,0,6,2,0.06,0.1061,0.38,0.1045
84,22/01/2011,1,0,1,13,0,6,1,0.08,0.1667,0.35,0
75,22/01/2011,1,0,1,14,0,6,1,0.1,0.1364,0.33,0.1045
103,22/01/2011,1,0,1,15,0,6,1,0.12,0.1515,0.28,0
83,22/01/2011,1,0,1,16,0,6,1,0.12,0.1364,0.28,0.194
67,22/01/2011,1,0,1,17,0,6,1,0.12,0.197,0.28,0
54,22/01/2011,1,0,1,18,0,6,1,0.08,0.0909,0.35,0.194
59,22/01/2011,1,0,1,19,0,6,1,0.08,0.1061,0.35,0.1343
45,22/01/2011,1,0,1,20,0,6,1,0.06,0.0758,0.45,0.1642
39,22/01/2011,1,0,1,21,0,6,1,0.06,0.1061,0.41,0.0896
30,22/01/2011,1,0,1,22,0,6,1,0.06,0.1515,0.49,0
33,22/01/2011,1,0,1,23,0,6,1,0.04,0.0758,0.57,0.1045
22,23/01/2011,1,0,1,0,0,0,1,0.04,0.0758,0.57,0.1045
13,23/01/2011,1,0,1,1,0,0,1,0.04,0.0758,0.57,0.1045
18,23/01/2011,1,0,1,2,0,0,1,0.02,0.0606,0.62,0.1343
5,23/01/2011,1,0,1,3,0,0,1,0.02,0.0606,0.62,0.1343
3,23/01/2011,1,0,1,5,0,0,2,0.04,0.0758,0.57,0.1045
1,23/01/2011,1,0,1,6,0,0,2,0.04,0.0758,0.57,0.1045
2,23/01/2011,1,0,1,7,0,0,1,0.08,0.1061,0.58,0.1642
19,23/01/2011,1,0,1,8,0,0,1,0.06,0.0758,0.62,0.1642
28,23/01/2011,1,0,1,9,0,0,1,0.1,0.0758,0.54,0.3582
58,23/01/2011,1,0,1,10,0,0,1,0.14,0.1061,0.46,0.3881
99,23/01/2011,1,0,1,11,0,0,1,0.14,0.1364,0.43,0.2239
116,23/01/2011,1,0,1,12,0,0,1,0.16,0.1212,0.37,0.4627
87,23/01/2011,1,0,1,13,0,0,1,0.14,0.1061,0.33,0.3881
110,23/01/2011,1,0,1,14,0,0,1,0.16,0.1364,0.28,0.3582
77,23/01/2011,1,0,1,15,0,0,1,0.16,0.1364,0.28,0.3582
65,23/01/2011,1,0,1,16,0,0,1,0.16,0.1364,0.26,0.3284
55,23/01/2011,1,0,1,17,0,0,1,0.14,0.1061,0.26,0.3881
49,23/01/2011,1,0,1,18,0,0,1,0.12,0.1212,0.3,0.2537
50,23/01/2011,1,0,1,19,0,0,1,0.12,0.1212,0.3,0.2836
35,23/01/2011,1,0,1,20,0,0,1,0.1,0.1061,0.36,0.2537
25,23/01/2011,1,0,1,21,0,0,1,0.1,0.1061,0.36,0.194
28,23/01/2011,1,0,1,22,0,0,1,0.08,0.0909,0.38,0.194
21,23/01/2011,1,0,1,23,0,0,1,0.06,0.0606,0.41,0.2239
7,24/01/2011,1,0,1,0,0,1,1,0.06,0.0606,0.41,0.194
1,24/01/2011,1,0,1,1,0,1,1,0.04,0.0455,0.45,0.194
1,24/01/2011,1,0,1,3,0,1,1,0.04,0.0303,0.45,0.2537
1,24/01/2011,1,0,1,4,0,1,1,0.02,0.0606,0.48,0.1343
5,24/01/2011,1,0,1,5,0,1,1,0.02,0.0606,0.48,0.1343
15,24/01/2011,1,0,1,6,0,1,1,0.02,0.0758,0.48,0.0896
84,24/01/2011,1,0,1,7,0,1,1,0.02,0.1212,0.48,0
177,24/01/2011,1,0,1,8,0,1,1,0.04,0.1364,0.49,0
102,24/01/2011,1,0,1,9,0,1,1,0.06,0.1515,0.41,0
40,24/01/2011,1,0,1,10,0,1,1,0.1,0.1364,0.42,0
46,24/01/2011,1,0,1,11,0,1,1,0.1,0.1212,0.46,0.1343
63,24/01/2011,1,0,1,12,0,1,2,0.12,0.1364,0.42,0.194
60,24/01/2011,1,0,1,13,0,1,2,0.14,0.1364,0.43,0.2239
45,24/01/2011,1,0,1,14,0,1,2,0.14,0.1364,0.46,0.2239
57,24/01/2011,1,0,1,15,0,1,1,0.16,0.1667,0.4,0.1642
70,24/01/2011,1,0,1,16,0,1,1,0.16,0.1515,0.47,0.2537
184,24/01/2011,1,0,1,17,0,1,1,0.14,0.1212,0.5,0.2537
153,24/01/2011,1,0,1,18,0,1,1,0.14,0.1364,0.59,0.194
106,24/01/2011,1,0,1,19,0,1,1,0.14,0.1515,0.54,0.1642
81,24/01/2011,1,0,1,20,0,1,1,0.14,0.1364,0.59,0.194
59,24/01/2011,1,0,1,21,0,1,1,0.14,0.1515,0.63,0.1642
35,24/01/2011,1,0,1,22,0,1,2,0.14,0.1364,0.63,0.2239
24,24/01/2011,1,0,1,23,0,1,2,0.16,0.1515,0.64,0.2537
9,25/01/2011,1,0,1,0,0,2,2,0.16,0.1364,0.69,0.2836
5,25/01/2011,1,0,1,1,0,2,2,0.16,0.1667,0.69,0.1642
2,25/01/2011,1,0,1,2,0,2,1,0.16,0.1515,0.69,0.2239
1,25/01/2011,1,0,1,4,0,2,1,0.14,0.1667,0.74,0.1045
9,25/01/2011,1,0,1,5,0,2,1,0.14,0.1364,0.74,0.2239
36,25/01/2011,1,0,1,6,0,2,1,0.16,0.1818,0.74,0.1045
108,25/01/2011,1,0,1,7,0,2,1,0.16,0.1515,0.74,0.2239
238,25/01/2011,1,0,1,8,0,2,2,0.16,0.1818,0.74,0.1343
144,25/01/2011,1,0,1,9,0,2,2,0.2,0.2273,0.64,0.0896
55,25/01/2011,1,0,1,10,0,2,2,0.22,0.2424,0.6,0.1045
61,25/01/2011,1,0,1,11,0,2,2,0.24,0.2424,0.6,0.1343
106,25/01/2011,1,0,1,12,0,2,2,0.26,0.2879,0.56,0.0896
93,25/01/2011,1,0,1,13,0,2,2,0.26,0.2727,0.56,0.1343
68,25/01/2011,1,0,1,14,0,2,2,0.3,0.3333,0.45,0
84,25/01/2011,1,0,1,15,0,2,2,0.32,0.3485,0.42,0
116,25/01/2011,1,0,1,16,0,2,2,0.32,0.3485,0.42,0
222,25/01/2011,1,0,1,17,0,2,1,0.3,0.3333,0.45,0
225,25/01/2011,1,0,1,18,0,2,2,0.3,0.3182,0.49,0.0896
146,25/01/2011,1,0,1,19,0,2,2,0.26,0.2576,0.65,0.1642
119,25/01/2011,1,0,1,20,0,2,1,0.24,0.2273,0.65,0.194
45,25/01/2011,1,0,1,21,0,2,1,0.24,0.2273,0.65,0.194
53,25/01/2011,1,0,1,22,0,2,1,0.22,0.2273,0.64,0.1642
40,25/01/2011,1,0,1,23,0,2,2,0.22,0.2273,0.64,0.1642
17,26/01/2011,1,0,1,0,0,3,2,0.22,0.2273,0.69,0.1343
5,26/01/2011,1,0,1,1,0,3,2,0.24,0.2424,0.65,0.1343
10,26/01/2011,1,0,1,2,0,3,3,0.22,0.2273,0.69,0.194
1,26/01/2011,1,0,1,5,0,3,3,0.2,0.1818,0.86,0.2836
8,26/01/2011,1,0,1,6,0,3,3,0.2,0.1818,0.86,0.2836
30,26/01/2011,1,0,1,7,0,3,3,0.22,0.2121,0.87,0.2985
72,26/01/2011,1,0,1,8,0,3,3,0.22,0.2121,0.87,0.2985
58,26/01/2011,1,0,1,9,0,3,3,0.22,0.2121,0.87,0.2985
28,26/01/2011,1,0,1,10,0,3,3,0.22,0.2121,0.93,0.2836
41,26/01/2011,1,0,1,11,0,3,3,0.22,0.197,0.93,0.3284
48,26/01/2011,1,0,1,12,0,3,3,0.22,0.197,0.93,0.3284
47,26/01/2011,1,0,1,13,0,3,3,0.22,0.197,0.93,0.3284
36,26/01/2011,1,0,1,14,0,3,3,0.22,0.197,0.93,0.3582
43,26/01/2011,1,0,1,15,0,3,3,0.22,0.1818,0.93,0.4627
36,26/01/2011,1,0,1,16,0,3,4,0.22,0.197,0.93,0.3284
26,26/01/2011,1,0,1,17,0,3,3,0.2,0.1818,0.93,0.3582
24,27/01/2011,1,0,1,16,0,4,1,0.22,0.2273,0.55,0.194
84,27/01/2011,1,0,1,17,0,4,1,0.22,0.2424,0.55,0.1045
104,27/01/2011,1,0,1,18,0,4,1,0.2,0.2273,0.69,0.0896
79,27/01/2011,1,0,1,19,0,4,1,0.2,0.2273,0.69,0.0896
59,27/01/2011,1,0,1,20,0,4,1,0.18,0.2121,0.74,0.0896
38,27/01/2011,1,0,1,21,0,4,1,0.18,0.2121,0.74,0.0896
27,27/01/2011,1,0,1,22,0,4,1,0.18,0.2121,0.74,0.0896
16,27/01/2011,1,0,1,23,0,4,1,0.18,0.197,0.8,0.1642
9,28/01/2011,1,0,1,0,0,5,2,0.2,0.2121,0.75,0.1343
3,28/01/2011,1,0,1,1,0,5,2,0.2,0.2121,0.75,0.1343
2,28/01/2011,1,0,1,2,0,5,2,0.2,0.2121,0.75,0.1642
1,28/01/2011,1,0,1,3,0,5,2,0.2,0.2273,0.75,0.1045
4,28/01/2011,1,0,1,5,0,5,2,0.18,0.2121,0.8,0.1045
16,28/01/2011,1,0,1,6,0,5,2,0.18,0.197,0.8,0.1343
60,28/01/2011,1,0,1,7,0,5,2,0.16,0.197,0.86,0.0896
157,28/01/2011,1,0,1,8,0,5,2,0.16,0.197,0.86,0.0896
101,28/01/2011,1,0,1,9,0,5,3,0.18,0.2121,0.86,0.0896
49,28/01/2011,1,0,1,10,0,5,3,0.18,0.2121,0.86,0.1045
30,28/01/2011,1,0,1,11,0,5,3,0.18,0.2121,0.93,0.1045
29,28/01/2011,1,0,1,12,0,5,3,0.18,0.2121,0.93,0.1045
31,28/01/2011,1,0,1,13,0,5,3,0.18,0.2121,0.93,0.1045
38,28/01/2011,1,0,1,14,0,5,3,0.22,0.2727,0.8,0
41,28/01/2011,1,0,1,15,0,5,2,0.2,0.2576,0.86,0
80,28/01/2011,1,0,1,16,0,5,1,0.22,0.2727,0.8,0
149,28/01/2011,1,0,1,17,0,5,1,0.24,0.2424,0.75,0.1343
109,28/01/2011,1,0,1,18,0,5,1,0.24,0.2273,0.75,0.194
89,28/01/2011,1,0,1,19,0,5,2,0.24,0.2424,0.75,0.1343
62,28/01/2011,1,0,1,20,0,5,2,0.24,0.2273,0.7,0.194
58,28/01/2011,1,0,1,21,0,5,2,0.22,0.2273,0.75,0.1343
26,28/01/2011,1,0,1,22,0,5,1,0.24,0.2121,0.65,0.3582
23,28/01/2011,1,0,1,23,0,5,1,0.24,0.2273,0.6,0.2239
28,29/01/2011,1,0,1,0,0,6,1,0.22,0.197,0.64,0.3582
20,29/01/2011,1,0,1,1,0,6,1,0.22,0.2273,0.64,0.194
15,29/01/2011,1,0,1,2,0,6,1,0.22,0.2273,0.64,0.1642
8,29/01/2011,1,0,1,3,0,6,1,0.2,0.2121,0.64,0.1343
3,29/01/2011,1,0,1,4,0,6,1,0.16,0.1818,0.69,0.1045
2,29/01/2011,1,0,1,6,0,6,1,0.16,0.1818,0.64,0.1343
5,29/01/2011,1,0,1,7,0,6,1,0.16,0.1818,0.59,0.1045
34,29/01/2011,1,0,1,8,0,6,1,0.18,0.197,0.55,0.1642
34,29/01/2011,1,0,1,9,0,6,1,0.18,0.2121,0.59,0.0896
55,29/01/2011,1,0,1,10,0,6,2,0.18,0.2121,0.64,0.1045
64,29/01/2011,1,0,1,11,0,6,2,0.18,0.197,0.64,0.1343
78,29/01/2011,1,0,1,12,0,6,2,0.2,0.197,0.59,0.194
65,29/01/2011,1,0,1,13,0,6,2,0.22,0.2273,0.55,0.1642
99,29/01/2011,1,0,1,14,0,6,2,0.22,0.2273,0.6,0.1343
120,29/01/2011,1,0,1,15,0,6,1,0.22,0.2121,0.69,0.2537
107,29/01/2011,1,0,1,16,0,6,1,0.24,0.2424,0.6,0.1642
91,29/01/2011,1,0,1,17,0,6,1,0.24,0.2879,0.6,0
68,29/01/2011,1,0,1,18,0,6,1,0.22,0.2273,0.69,0.1343
58,29/01/2011,1,0,1,19,0,6,2,0.22,0.2121,0.69,0.2537
43,29/01/2011,1,0,1,20,0,6,1,0.18,0.2121,0.74,0.0896
36,29/01/2011,1,0,1,21,0,6,1,0.18,0.2121,0.74,0.0896
32,29/01/2011,1,0,1,22,0,6,1,0.16,0.197,0.8,0.0896
33,29/01/2011,1,0,1,23,0,6,1,0.16,0.197,0.8,0.0896
33,30/01/2011,1,0,1,0,0,0,1,0.16,0.1818,0.8,0.1045
29,30/01/2011,1,0,1,1,0,0,1,0.14,0.2121,0.8,0
11,30/01/2011,1,0,1,2,0,0,1,0.16,0.2273,0.8,0
8,30/01/2011,1,0,1,3,0,0,1,0.14,0.2121,0.93,0
1,30/01/2011,1,0,1,4,0,0,1,0.14,0.2121,0.93,0
3,30/01/2011,1,0,1,5,0,0,1,0.14,0.2121,0.86,0
3,30/01/2011,1,0,1,7,0,0,1,0.14,0.2121,0.86,0
12,30/01/2011,1,0,1,8,0,0,2,0.14,0.2121,0.86,0
38,30/01/2011,1,0,1,9,0,0,2,0.16,0.2273,0.8,0
64,30/01/2011,1,0,1,10,0,0,2,0.18,0.2424,0.8,0
59,30/01/2011,1,0,1,11,0,0,1,0.22,0.2727,0.75,0
97,30/01/2011,1,0,1,12,0,0,1,0.3,0.3182,0.52,0.1045
84,30/01/2011,1,0,1,13,0,0,1,0.28,0.2879,0.61,0.1045
122,30/01/2011,1,0,1,14,0,0,1,0.28,0.303,0.61,0.0896
109,30/01/2011,1,0,1,15,0,0,1,0.3,0.3333,0.56,0
123,30/01/2011,1,0,1,16,0,0,1,0.3,0.3333,0.56,0
77,30/01/2011,1,0,1,17,0,0,1,0.3,0.2879,0.56,0.194
65,30/01/2011,1,0,1,18,0,0,1,0.26,0.2576,0.65,0.1642
55,30/01/2011,1,0,1,19,0,0,1,0.26,0.2576,0.65,0.194
33,30/01/2011,1,0,1,20,0,0,2,0.26,0.2727,0.65,0.1045
28,30/01/2011,1,0,1,21,0,0,2,0.24,0.2424,0.7,0.1642
21,30/01/2011,1,0,1,22,0,0,2,0.24,0.2273,0.7,0.194
21,30/01/2011,1,0,1,23,0,0,2,0.24,0.2121,0.65,0.2836
7,31/01/2011,1,0,1,0,0,1,2,0.24,0.2273,0.65,0.2239
7,31/01/2011,1,0,1,1,0,1,1,0.22,0.2121,0.64,0.2537
1,31/01/2011,1,0,1,2,0,1,1,0.22,0.2273,0.64,0.194
2,31/01/2011,1,0,1,3,0,1,1,0.22,0.2273,0.64,0.194
2,31/01/2011,1,0,1,4,0,1,1,0.2,0.197,0.59,0.2239
8,31/01/2011,1,0,1,5,0,1,1,0.18,0.1667,0.64,0.2836
37,31/01/2011,1,0,1,6,0,1,1,0.16,0.1364,0.69,0.3284
72,31/01/2011,1,0,1,7,0,1,2,0.16,0.1364,0.64,0.2836
185,31/01/2011,1,0,1,8,0,1,2,0.16,0.1364,0.59,0.2836
112,31/01/2011,1,0,1,9,0,1,2,0.16,0.1364,0.59,0.2985
69,31/01/2011,1,0,1,10,0,1,2,0.16,0.1515,0.59,0.194
48,31/01/2011,1,0,1,11,0,1,2,0.16,0.1515,0.59,0.194
68,31/01/2011,1,0,1,12,0,1,2,0.18,0.2121,0.55,0.1045
54,31/01/2011,1,0,1,13,0,1,2,0.16,0.2273,0.59,0
86,31/01/2011,1,0,1,14,0,1,2,0.18,0.197,0.55,0.1343
44,31/01/2011,1,0,1,15,0,1,2,0.16,0.1818,0.59,0.1343
86,31/01/2011,1,0,1,16,0,1,2,0.16,0.1818,0.56,0.194
161,31/01/2011,1,0,1,17,0,1,2,0.16,0.1515,0.59,0.194
156,31/01/2011,1,0,1,18,0,1,2,0.16,0.1515,0.55,0.2239
111,31/01/2011,1,0,1,19,0,1,1,0.3,0.3182,0.61,0.1045
78,31/01/2011,1,0,1,20,0,1,3,0.16,0.1667,0.59,0.1642
56,31/01/2011,1,0,1,21,0,1,3,0.16,0.197,0.59,0.0896
34,31/01/2011,1,0,1,22,0,1,2,0.16,0.1818,0.59,0.1045
17,31/01/2011,1,0,1,23,0,1,2,0.16,0.197,0.64,0.0896
8,01/02/2011,1,0,2,0,0,2,2,0.16,0.1818,0.64,0.1045
